client_id,age,job,marital,education,credit_default,housing,loan,contact,month,day,duration,campaign,pdays,previous,poutcome,emp_var_rate,cons_price_idx,cons_conf_idx,euribor3m,nr_employed,y
10330,41,blue-collar,married,basic.9y,no,no,no,telephone,jun,14,644,1,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
10331,44,technician,divorced,professional.course,no,yes,no,telephone,jun,3,289,1,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
10332,43,self-employed,married,basic.9y,no,no,no,telephone,jun,19,1089,1,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,yes
10333,51,management,married,basic.4y,no,yes,no,telephone,jun,30,124,2,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
10334,29,admin.,single,university.degree,no,no,no,telephone,jun,9,157,2,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
10335,33,self-employed,single,university.degree,no,no,no,telephone,jun,13,226,4,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
10336,34,entrepreneur,single,professional.course,no,yes,no,telephone,jun,27,136,8,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
10337,53,admin.,married,university.degree,no,no,no,telephone,jun,10,541,19,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
10338,41,unknown,single,unknown,unknown,no,no,telephone,jun,16,242,6,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
10339,52,blue-collar,married,basic.4y,no,no,no,telephone,jun,30,50,3,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
10340,44,management,divorced,basic.9y,unknown,yes,no,telephone,jun,12,73,2,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
10341,38,technician,married,professional.course,no,no,no,telephone,jun,6,250,2,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
10342,26,technician,married,professional.course,no,yes,no,telephone,jun,18,181,2,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
10343,30,blue-collar,married,high.school,no,yes,no,telephone,jun,5,32,3,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
10344,41,technician,married,professional.course,no,no,no,telephone,jun,21,235,2,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
10345,40,blue-collar,single,basic.9y,no,no,no,telephone,jun,22,121,5,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
10346,57,technician,married,basic.9y,no,yes,no,telephone,jun,30,215,3,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
10347,35,admin.,single,university.degree,no,no,no,telephone,jun,22,320,2,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
10348,41,technician,single,university.degree,no,no,no,telephone,jun,16,382,3,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
10349,53,unknown,married,high.school,unknown,yes,no,telephone,jun,16,244,1,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
10350,40,housemaid,married,basic.4y,no,no,no,telephone,jun,7,286,1,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
10351,26,admin.,married,high.school,no,no,yes,telephone,jun,1,1021,1,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
10352,45,blue-collar,married,basic.9y,unknown,unknown,unknown,telephone,jun,21,167,2,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
10353,31,entrepreneur,single,basic.9y,no,no,no,telephone,jun,26,1248,3,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,yes
10354,32,admin.,single,university.degree,unknown,no,no,telephone,jun,26,179,25,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
10355,29,blue-collar,single,high.school,no,no,no,telephone,jun,26,203,2,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
10356,28,blue-collar,married,basic.6y,unknown,yes,no,telephone,jun,10,273,5,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
10357,27,blue-collar,single,basic.9y,no,yes,no,telephone,jun,30,209,12,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
10358,32,blue-collar,married,basic.9y,no,yes,no,telephone,jun,17,39,1,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
10359,52,blue-collar,married,basic.4y,no,yes,no,telephone,jun,7,162,1,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
10360,46,admin.,single,high.school,no,no,no,telephone,jun,2,418,1,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
10361,37,entrepreneur,single,university.degree,no,yes,no,telephone,jun,28,348,1,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
10362,36,management,married,university.degree,no,yes,yes,telephone,jun,17,135,1,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
10363,28,student,single,high.school,unknown,yes,no,telephone,jun,11,131,2,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
10364,52,blue-collar,married,basic.9y,no,no,no,telephone,jun,25,401,2,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
10365,30,technician,divorced,professional.course,no,no,no,telephone,jun,30,332,2,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
10366,29,technician,single,university.degree,no,no,no,telephone,jun,10,78,1,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
10367,55,housemaid,married,professional.course,no,no,no,telephone,jun,27,394,2,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
10368,45,blue-collar,divorced,basic.9y,no,yes,no,telephone,jun,25,287,1,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
10369,24,unemployed,married,university.degree,no,yes,no,telephone,jun,22,266,1,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
10370,43,technician,single,high.school,no,no,no,telephone,jun,19,153,1,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
10371,46,technician,married,high.school,no,unknown,unknown,telephone,jun,20,500,1,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
10372,24,services,married,high.school,no,yes,no,telephone,jun,7,298,6,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
10373,38,blue-collar,single,basic.9y,unknown,yes,no,telephone,jun,5,101,1,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
10374,56,services,divorced,high.school,unknown,yes,no,telephone,jun,20,13,1,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
10375,41,blue-collar,divorced,basic.6y,no,no,no,telephone,jun,29,66,1,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
10376,35,admin.,married,professional.course,no,no,no,telephone,jun,16,62,1,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
10377,45,management,married,unknown,unknown,no,yes,telephone,jun,30,73,1,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
10378,26,admin.,divorced,high.school,no,yes,no,telephone,jun,15,50,1,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
10379,53,blue-collar,divorced,basic.4y,unknown,yes,no,telephone,jun,17,57,1,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
10380,53,blue-collar,divorced,basic.4y,unknown,no,no,telephone,jun,15,193,1,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
10381,37,admin.,married,high.school,no,yes,no,telephone,jun,18,599,3,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
10382,52,entrepreneur,married,university.degree,no,no,no,telephone,jun,14,92,2,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
10383,35,blue-collar,divorced,basic.9y,no,no,no,telephone,jun,25,52,3,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
10384,48,blue-collar,married,basic.4y,no,yes,no,telephone,jun,4,92,3,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
10385,41,blue-collar,divorced,basic.9y,unknown,no,no,telephone,jun,18,294,3,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
10386,36,admin.,single,university.degree,no,yes,no,telephone,jun,30,99,1,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
10387,44,unknown,single,basic.9y,unknown,yes,no,telephone,jun,29,76,3,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
10388,31,blue-collar,divorced,high.school,no,no,yes,telephone,jun,17,27,3,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
10389,26,blue-collar,single,basic.4y,no,yes,yes,telephone,jun,23,41,1,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
10390,34,technician,married,professional.course,no,yes,yes,telephone,jun,8,191,1,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
10391,45,admin.,married,high.school,no,yes,yes,telephone,jun,21,523,1,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
10392,39,admin.,single,high.school,no,yes,no,telephone,jun,7,358,1,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
10393,51,blue-collar,married,basic.9y,unknown,yes,no,telephone,jun,29,254,1,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
10394,50,blue-collar,divorced,basic.4y,no,yes,no,telephone,jun,10,46,1,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
10395,40,blue-collar,married,basic.9y,no,yes,no,telephone,jun,22,112,4,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
10396,43,blue-collar,married,basic.6y,unknown,yes,no,telephone,jun,3,51,1,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
10397,29,admin.,single,university.degree,no,yes,no,telephone,jun,6,359,1,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
10398,42,blue-collar,married,basic.9y,no,yes,no,telephone,jun,13,88,1,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
10399,30,technician,single,university.degree,no,yes,no,telephone,jun,1,342,1,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
10400,40,entrepreneur,married,high.school,no,no,no,telephone,jun,25,78,1,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
10401,34,services,married,high.school,no,yes,no,telephone,jun,7,76,3,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
10402,39,management,married,university.degree,no,no,no,telephone,jun,5,721,3,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,yes
10403,60,management,divorced,university.degree,no,yes,no,telephone,jun,15,420,4,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
10404,30,services,single,unknown,no,no,no,telephone,jun,25,163,1,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
10405,35,services,single,high.school,no,no,no,telephone,jun,5,41,3,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
10406,34,technician,divorced,professional.course,no,no,no,telephone,jun,15,442,3,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
10407,35,admin.,divorced,university.degree,no,no,no,telephone,jun,19,41,3,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
10408,52,entrepreneur,married,basic.4y,unknown,yes,no,telephone,jun,23,535,2,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
10409,60,retired,married,basic.4y,unknown,no,no,telephone,jun,14,155,4,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
10410,25,self-employed,single,university.degree,no,no,no,telephone,jun,27,178,7,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
10411,35,admin.,single,high.school,no,no,no,telephone,jun,4,36,1,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
10412,40,services,single,high.school,no,yes,yes,telephone,jun,18,20,21,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
10413,35,admin.,divorced,high.school,no,no,yes,telephone,jun,23,15,15,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
10414,58,unemployed,single,basic.4y,unknown,no,no,telephone,jun,4,170,6,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
10415,37,technician,married,basic.6y,no,no,no,telephone,jun,24,87,3,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
10416,42,blue-collar,married,basic.6y,no,no,no,telephone,jun,10,298,4,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
10417,32,services,married,high.school,no,no,no,telephone,jun,23,244,3,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
10418,31,blue-collar,single,high.school,no,yes,no,telephone,jun,18,750,2,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,yes
10419,30,technician,married,professional.course,no,no,yes,telephone,jun,3,169,1,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
10420,47,unknown,married,unknown,unknown,no,no,telephone,jun,29,139,3,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
10421,34,admin.,married,university.degree,no,yes,no,telephone,jun,29,14,14,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
10422,29,admin.,married,university.degree,no,no,no,telephone,jun,1,81,4,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
10423,28,services,married,unknown,no,no,no,telephone,jun,2,220,1,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
10424,50,services,single,high.school,no,no,no,telephone,jun,18,162,3,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
10425,25,unemployed,single,high.school,unknown,yes,no,telephone,jun,7,53,1,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
10426,35,technician,married,university.degree,unknown,no,no,telephone,jun,18,131,1,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
10427,34,blue-collar,married,basic.9y,no,no,yes,telephone,jun,6,18,30,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
10428,24,blue-collar,married,basic.9y,unknown,no,no,telephone,jun,10,607,2,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
10429,52,retired,divorced,basic.4y,no,yes,no,telephone,jun,18,111,3,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
10430,59,retired,married,basic.4y,unknown,yes,no,telephone,jun,17,216,3,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
10431,26,blue-collar,married,basic.9y,no,yes,no,telephone,jun,13,102,35,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
10432,55,blue-collar,married,basic.4y,unknown,no,no,telephone,jun,28,431,1,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
10433,31,blue-collar,married,basic.9y,no,no,no,telephone,jun,15,19,21,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
10434,37,technician,single,high.school,no,no,no,telephone,jun,17,394,3,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
10435,36,management,single,university.degree,no,no,no,telephone,jun,26,301,6,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
10436,54,technician,married,university.degree,unknown,no,no,telephone,jun,3,71,4,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
10437,24,services,single,high.school,no,yes,no,telephone,jun,11,341,3,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
10438,53,technician,married,professional.course,unknown,no,no,telephone,jun,26,54,1,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
10439,28,admin.,married,university.degree,no,yes,no,telephone,jun,14,406,2,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
10440,32,technician,married,professional.course,no,yes,no,telephone,jun,27,226,2,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
10441,57,services,divorced,high.school,no,no,no,telephone,jun,21,168,1,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
10442,48,technician,married,high.school,no,unknown,unknown,telephone,jun,10,221,1,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
10443,34,admin.,married,university.degree,no,no,no,telephone,jun,27,703,1,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
10444,48,unemployed,divorced,basic.4y,no,no,yes,telephone,jun,3,119,2,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
10445,39,services,single,high.school,unknown,no,yes,telephone,jun,19,126,3,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
10446,33,admin.,married,high.school,no,no,no,telephone,jun,3,314,3,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
10447,37,technician,single,university.degree,no,no,no,telephone,jun,4,182,2,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
10448,32,blue-collar,married,high.school,unknown,no,no,telephone,jun,6,353,2,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
10449,42,admin.,single,high.school,no,no,no,telephone,jun,5,362,3,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
10450,34,blue-collar,married,basic.6y,unknown,no,no,telephone,jun,21,75,7,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
10451,35,admin.,married,high.school,no,no,no,telephone,jun,1,142,2,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
10452,47,blue-collar,married,basic.9y,unknown,no,no,telephone,jun,24,146,3,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
10453,42,housemaid,married,unknown,unknown,yes,no,telephone,jun,27,345,4,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
10454,57,management,married,university.degree,unknown,no,no,telephone,jun,7,103,3,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
10455,44,blue-collar,married,basic.4y,no,yes,no,telephone,jun,19,17,25,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
10456,47,blue-collar,married,basic.4y,no,yes,no,telephone,jun,23,2769,4,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,yes
10457,49,management,married,high.school,no,yes,no,telephone,jun,20,26,18,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
10458,30,blue-collar,married,basic.9y,no,no,no,telephone,jun,17,141,6,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
10459,41,blue-collar,married,basic.9y,no,no,no,telephone,jun,9,14,20,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
10460,32,blue-collar,divorced,basic.9y,unknown,yes,no,telephone,jun,28,1009,5,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
10461,39,entrepreneur,married,high.school,no,unknown,unknown,telephone,jun,4,440,3,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
10462,36,blue-collar,single,university.degree,unknown,no,no,telephone,jun,16,323,2,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
10463,30,technician,divorced,professional.course,no,yes,no,telephone,jun,24,80,3,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
10464,40,blue-collar,married,basic.9y,unknown,no,no,telephone,jun,12,154,3,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
10465,38,blue-collar,single,basic.6y,unknown,yes,no,telephone,jun,24,97,6,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
10466,51,admin.,married,high.school,no,no,no,telephone,jun,10,368,12,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
10467,55,management,married,university.degree,no,yes,no,telephone,jun,29,303,5,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
10468,36,admin.,married,university.degree,no,unknown,unknown,telephone,jun,19,375,2,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
10469,54,technician,married,high.school,no,no,no,telephone,jun,17,77,5,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
10470,32,student,single,university.degree,no,yes,no,telephone,jun,13,295,2,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
10471,29,blue-collar,single,high.school,unknown,no,no,telephone,jun,13,335,3,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
10472,52,entrepreneur,divorced,basic.4y,no,no,no,telephone,jun,18,69,4,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
10473,55,admin.,divorced,university.degree,no,no,no,telephone,jun,21,143,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
10474,41,technician,married,university.degree,no,yes,no,telephone,jun,27,153,4,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
10475,39,technician,married,professional.course,no,no,no,telephone,jun,5,83,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
10476,36,blue-collar,single,basic.6y,no,yes,no,telephone,jun,19,214,8,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
10477,44,services,divorced,high.school,no,no,no,telephone,jun,16,118,3,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
10478,37,admin.,married,high.school,no,no,no,telephone,jun,17,638,16,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
10479,36,technician,married,professional.course,unknown,no,no,telephone,jun,3,78,10,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
10480,34,services,married,high.school,no,no,yes,telephone,jun,1,222,3,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
10481,50,technician,married,professional.course,no,yes,no,telephone,jun,9,78,5,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
10482,34,blue-collar,married,professional.course,no,no,no,telephone,jun,12,260,4,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
10483,34,admin.,married,university.degree,no,yes,no,telephone,jun,3,150,3,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
10484,36,services,married,high.school,unknown,no,no,telephone,jun,29,49,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
10485,52,management,divorced,high.school,no,no,no,telephone,jun,10,62,4,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
10486,45,blue-collar,divorced,basic.4y,no,yes,no,telephone,jun,14,100,8,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
10487,37,blue-collar,married,high.school,no,no,no,telephone,jun,14,138,3,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
10488,38,blue-collar,divorced,high.school,no,no,no,telephone,jun,3,329,13,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
10489,37,blue-collar,single,basic.9y,unknown,no,no,telephone,jun,26,338,7,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
10490,37,blue-collar,married,basic.9y,no,yes,no,telephone,jun,3,331,4,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
