client_id,age,job,marital,education,credit_default,housing,loan,contact,month,day,duration,campaign,pdays,previous,poutcome,emp_var_rate,cons_price_idx,cons_conf_idx,euribor3m,nr_employed,y
20014,53,admin.,divorced,high.school,no,no,yes,cellular,aug,28,1567,3,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
20015,30,blue-collar,married,high.school,no,yes,no,cellular,aug,12,765,3,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
20016,41,technician,divorced,university.degree,no,yes,yes,cellular,aug,27,89,2,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
20017,43,admin.,married,university.degree,unknown,no,no,cellular,aug,3,170,3,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
20018,36,technician,married,high.school,no,no,no,cellular,aug,21,314,3,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
20019,29,admin.,married,university.degree,no,no,yes,cellular,aug,28,14,5,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
20020,42,self-employed,married,university.degree,no,no,no,cellular,aug,19,148,3,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
20021,41,technician,divorced,university.degree,no,yes,yes,cellular,aug,13,116,2,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
20022,37,technician,married,professional.course,unknown,yes,no,cellular,aug,20,17,7,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
20023,52,retired,married,high.school,no,yes,no,cellular,aug,15,293,3,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
20024,39,technician,divorced,professional.course,no,yes,no,cellular,aug,12,445,3,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
20025,44,admin.,married,high.school,unknown,no,no,cellular,aug,19,262,4,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
20026,33,technician,married,professional.course,no,no,no,cellular,aug,10,45,3,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
20027,35,technician,single,professional.course,no,yes,no,cellular,aug,22,120,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20028,36,technician,married,high.school,no,no,no,cellular,aug,22,46,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20029,34,entrepreneur,married,university.degree,unknown,yes,no,cellular,aug,22,343,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20030,58,technician,married,professional.course,no,yes,no,telephone,aug,22,697,5,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20031,59,retired,married,basic.4y,no,yes,no,cellular,aug,3,67,6,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20032,38,technician,divorced,high.school,no,yes,no,cellular,aug,20,171,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20033,39,admin.,married,university.degree,no,yes,no,cellular,aug,5,57,4,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20034,32,admin.,single,university.degree,no,yes,yes,cellular,aug,24,326,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20035,42,technician,married,high.school,no,no,no,cellular,aug,21,70,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20036,29,admin.,single,university.degree,no,no,no,cellular,aug,3,716,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,yes
20037,44,blue-collar,married,basic.6y,no,no,no,cellular,aug,27,67,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20038,52,blue-collar,married,basic.4y,no,no,no,cellular,aug,14,209,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20039,31,admin.,divorced,university.degree,no,yes,no,cellular,aug,2,367,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20040,32,admin.,single,university.degree,no,yes,no,cellular,aug,19,255,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20041,36,admin.,married,university.degree,no,yes,no,cellular,aug,7,258,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20042,31,management,single,university.degree,no,yes,no,cellular,aug,29,72,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20043,36,management,married,university.degree,no,yes,no,cellular,aug,20,99,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20044,49,technician,married,professional.course,no,no,no,cellular,aug,10,92,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20045,39,technician,single,high.school,no,no,no,cellular,aug,1,177,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20046,31,management,single,university.degree,no,no,no,cellular,aug,2,413,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20047,40,admin.,divorced,university.degree,no,no,no,cellular,aug,30,144,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20048,37,technician,married,high.school,unknown,yes,yes,telephone,aug,5,144,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20049,38,technician,divorced,high.school,no,no,no,cellular,aug,12,102,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20050,32,admin.,single,university.degree,no,yes,no,cellular,aug,17,155,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20051,34,admin.,single,university.degree,no,yes,no,cellular,aug,13,145,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20052,34,technician,married,high.school,no,yes,no,cellular,aug,6,77,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20053,43,admin.,married,high.school,no,yes,no,cellular,aug,29,210,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20054,33,technician,married,professional.course,no,yes,yes,cellular,aug,7,106,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20055,44,admin.,divorced,university.degree,no,yes,no,cellular,aug,1,105,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20056,31,technician,married,professional.course,no,yes,yes,cellular,aug,14,98,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20057,55,blue-collar,married,basic.4y,no,yes,yes,cellular,aug,22,588,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20058,32,management,married,university.degree,no,yes,no,cellular,aug,4,73,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20059,56,unknown,married,basic.4y,no,yes,no,cellular,aug,31,106,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20060,50,admin.,married,high.school,no,no,no,cellular,aug,18,104,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20061,33,technician,single,high.school,no,yes,no,cellular,aug,31,73,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20062,29,technician,single,professional.course,no,yes,no,cellular,aug,25,111,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20063,33,technician,married,professional.course,unknown,yes,no,cellular,aug,15,303,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20064,47,admin.,married,university.degree,unknown,yes,no,cellular,aug,11,39,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20065,37,admin.,married,university.degree,unknown,yes,no,cellular,aug,31,86,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20066,34,admin.,single,university.degree,no,yes,no,cellular,aug,27,217,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20067,34,admin.,single,university.degree,no,yes,no,cellular,aug,11,55,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20068,43,admin.,married,university.degree,no,unknown,unknown,cellular,aug,6,72,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20069,47,retired,married,basic.9y,unknown,no,yes,cellular,aug,15,97,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20070,34,admin.,single,university.degree,no,yes,no,cellular,aug,17,667,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20071,35,admin.,married,university.degree,no,no,no,cellular,aug,26,347,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20072,55,services,married,high.school,unknown,no,no,cellular,aug,20,33,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20073,49,services,married,high.school,no,no,no,cellular,aug,5,212,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20074,56,admin.,married,university.degree,no,no,no,cellular,aug,25,165,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20075,49,services,married,high.school,no,yes,yes,cellular,aug,24,382,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20076,45,admin.,married,university.degree,no,yes,no,cellular,aug,21,226,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20077,32,technician,married,high.school,no,yes,no,cellular,aug,30,47,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20078,37,housemaid,married,university.degree,unknown,no,yes,cellular,aug,17,103,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20079,44,technician,married,professional.course,unknown,yes,no,cellular,aug,2,147,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20080,35,unemployed,single,university.degree,no,no,no,cellular,aug,28,386,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,yes
20081,36,technician,married,professional.course,no,yes,no,cellular,aug,22,45,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20082,35,admin.,single,university.degree,no,yes,yes,cellular,aug,25,121,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20083,44,admin.,married,high.school,no,no,no,cellular,aug,10,116,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20084,44,admin.,married,high.school,no,no,no,cellular,aug,23,126,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20085,44,technician,married,professional.course,unknown,no,yes,cellular,aug,30,607,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20086,43,management,divorced,university.degree,no,yes,no,cellular,aug,24,269,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20087,40,technician,married,professional.course,no,yes,no,cellular,aug,28,505,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20088,50,blue-collar,married,basic.4y,no,yes,no,cellular,aug,20,82,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20089,32,admin.,married,university.degree,no,yes,yes,cellular,aug,25,71,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20090,32,admin.,married,university.degree,no,no,no,cellular,aug,27,218,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20091,44,admin.,married,high.school,no,yes,no,cellular,aug,13,758,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,yes
20092,32,admin.,married,university.degree,no,no,no,cellular,aug,21,270,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20093,45,blue-collar,married,basic.4y,unknown,yes,yes,cellular,aug,14,187,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20094,49,services,married,high.school,no,no,no,cellular,aug,15,565,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20095,38,admin.,married,university.degree,no,yes,no,cellular,aug,11,226,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20096,33,admin.,single,university.degree,no,yes,no,cellular,aug,11,172,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20097,29,admin.,married,university.degree,no,yes,no,cellular,aug,16,72,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20098,29,admin.,married,university.degree,no,yes,yes,cellular,aug,9,164,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20099,32,technician,married,high.school,no,yes,no,cellular,aug,10,55,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20100,41,self-employed,married,professional.course,no,no,no,cellular,aug,23,69,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20101,41,self-employed,married,professional.course,no,yes,no,cellular,aug,9,323,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20102,36,admin.,married,university.degree,no,no,no,cellular,aug,21,123,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20103,45,services,married,high.school,unknown,no,no,cellular,aug,12,138,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20104,37,admin.,married,university.degree,unknown,yes,yes,cellular,aug,23,243,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20105,59,retired,married,basic.4y,unknown,yes,no,cellular,aug,2,163,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20106,35,technician,single,professional.course,no,no,no,cellular,aug,11,166,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20107,45,technician,married,professional.course,no,no,no,cellular,aug,26,82,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20108,29,admin.,single,high.school,unknown,yes,no,cellular,aug,19,102,4,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20109,59,retired,married,basic.4y,unknown,no,no,cellular,aug,5,555,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,yes
20110,50,admin.,married,basic.4y,unknown,yes,no,cellular,aug,19,179,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20111,34,technician,married,professional.course,no,no,no,cellular,aug,27,187,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20112,55,services,married,high.school,unknown,no,no,cellular,aug,5,123,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20113,40,admin.,divorced,university.degree,no,yes,no,cellular,aug,8,257,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20114,31,admin.,married,university.degree,unknown,yes,no,cellular,aug,25,155,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20115,35,admin.,single,university.degree,no,no,no,cellular,aug,22,90,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20116,31,admin.,married,university.degree,unknown,no,no,cellular,aug,28,275,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20117,32,technician,single,high.school,no,no,no,cellular,aug,11,111,5,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20118,52,services,married,high.school,unknown,yes,no,cellular,aug,28,99,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20119,39,technician,married,university.degree,no,yes,no,cellular,aug,9,57,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20120,36,technician,single,university.degree,no,yes,no,cellular,aug,27,101,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20121,34,admin.,single,university.degree,no,yes,no,cellular,aug,25,72,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20122,46,blue-collar,married,basic.6y,no,yes,yes,cellular,aug,10,104,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20123,36,housemaid,married,basic.6y,no,no,no,cellular,aug,17,210,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20124,38,technician,divorced,high.school,no,yes,no,cellular,aug,17,384,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,yes
20125,51,technician,married,professional.course,unknown,yes,yes,cellular,aug,4,273,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20126,31,admin.,married,university.degree,unknown,no,no,cellular,aug,15,70,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20127,39,technician,single,professional.course,no,no,no,cellular,aug,19,71,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20128,56,retired,married,basic.4y,no,no,no,cellular,aug,22,97,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20129,45,admin.,married,university.degree,no,no,no,cellular,aug,21,237,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20130,54,retired,married,basic.4y,no,no,no,cellular,aug,6,116,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20131,57,technician,single,high.school,no,yes,no,cellular,aug,13,72,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20132,37,admin.,married,university.degree,no,no,yes,cellular,aug,26,170,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20133,32,admin.,married,university.degree,no,yes,yes,cellular,aug,24,217,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20134,33,technician,married,professional.course,no,yes,no,cellular,aug,30,169,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20135,47,admin.,married,university.degree,no,no,no,cellular,aug,17,97,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20136,38,technician,divorced,high.school,no,no,no,cellular,aug,22,79,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20137,33,technician,married,high.school,no,yes,no,cellular,aug,7,119,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20138,32,admin.,single,university.degree,no,yes,no,cellular,aug,18,86,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20139,36,admin.,married,university.degree,no,yes,no,cellular,aug,22,56,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20140,36,admin.,married,university.degree,no,yes,no,cellular,aug,23,149,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20141,32,admin.,single,university.degree,no,yes,no,cellular,aug,24,246,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20142,39,admin.,single,university.degree,unknown,no,yes,cellular,aug,14,155,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20143,58,retired,married,basic.4y,unknown,no,no,cellular,aug,16,139,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20144,47,technician,single,high.school,no,no,no,cellular,aug,25,160,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20145,30,admin.,single,university.degree,no,no,no,cellular,aug,6,356,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20146,33,admin.,married,university.degree,no,no,no,cellular,aug,13,135,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20147,30,admin.,single,university.degree,no,yes,no,cellular,aug,26,128,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20148,30,admin.,single,university.degree,no,no,no,cellular,aug,22,135,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20149,30,admin.,single,university.degree,no,no,yes,cellular,aug,18,309,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20150,44,management,married,university.degree,no,yes,no,cellular,aug,9,250,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20151,30,admin.,single,university.degree,no,no,yes,cellular,aug,20,545,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,yes
20152,39,technician,divorced,professional.course,no,yes,no,cellular,aug,16,316,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20153,39,management,married,university.degree,no,no,no,cellular,aug,6,168,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20154,59,retired,married,basic.9y,no,yes,no,cellular,aug,13,230,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20155,34,technician,single,professional.course,no,yes,no,cellular,aug,9,72,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20156,50,technician,married,university.degree,no,yes,no,cellular,aug,21,204,5,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20157,33,technician,married,professional.course,no,yes,yes,cellular,aug,28,61,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20158,58,technician,married,professional.course,no,unknown,unknown,cellular,aug,3,52,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20159,29,technician,married,university.degree,no,yes,no,cellular,aug,6,242,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20160,31,technician,single,professional.course,no,yes,no,cellular,aug,21,194,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20161,33,technician,single,high.school,no,yes,no,cellular,aug,16,111,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20162,32,technician,single,university.degree,no,yes,no,cellular,aug,24,90,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20163,34,technician,married,professional.course,no,no,no,cellular,aug,16,126,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20164,38,admin.,married,university.degree,no,yes,no,cellular,aug,5,317,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20165,35,technician,married,professional.course,no,yes,no,cellular,aug,3,105,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20166,35,technician,married,professional.course,no,yes,yes,cellular,aug,19,228,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20167,37,technician,single,professional.course,no,yes,no,cellular,aug,3,76,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20168,37,technician,single,professional.course,no,yes,yes,cellular,aug,14,149,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20169,37,technician,single,professional.course,no,yes,yes,cellular,aug,13,331,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20170,36,technician,single,professional.course,no,yes,no,cellular,aug,19,86,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20171,38,admin.,married,university.degree,no,yes,no,cellular,aug,2,1070,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,yes
20172,36,technician,single,professional.course,no,no,no,cellular,aug,19,209,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20173,36,admin.,married,university.degree,no,no,no,cellular,aug,27,610,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,yes
20174,34,technician,married,professional.course,unknown,no,no,cellular,aug,1,174,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20175,29,technician,married,university.degree,unknown,yes,no,cellular,aug,26,140,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20176,50,management,married,university.degree,unknown,no,no,cellular,aug,24,139,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20177,37,technician,single,professional.course,unknown,yes,no,cellular,aug,11,51,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20178,50,management,married,university.degree,unknown,yes,no,cellular,aug,30,699,4,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,yes
20179,45,blue-collar,married,basic.4y,unknown,yes,no,cellular,aug,19,591,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20180,36,technician,married,high.school,no,no,no,cellular,aug,9,452,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20181,39,technician,married,high.school,no,no,no,cellular,aug,23,225,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20182,30,management,married,high.school,no,no,no,cellular,aug,3,65,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20183,36,housemaid,married,basic.6y,no,no,no,cellular,aug,22,53,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20184,33,technician,single,high.school,no,yes,yes,cellular,aug,19,102,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20185,44,management,married,university.degree,no,yes,no,cellular,aug,14,389,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20186,35,technician,married,university.degree,unknown,yes,no,cellular,aug,16,176,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20187,52,blue-collar,married,basic.4y,no,yes,no,cellular,aug,29,917,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,yes
20188,37,technician,married,professional.course,no,no,no,cellular,aug,25,275,6,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20189,52,services,married,high.school,unknown,no,no,cellular,aug,15,36,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20190,41,self-employed,married,university.degree,no,no,no,cellular,aug,24,247,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20191,29,admin.,married,university.degree,no,no,no,cellular,aug,29,63,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20192,36,housemaid,married,basic.6y,no,no,no,cellular,aug,31,104,9,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20193,36,housemaid,married,basic.6y,no,no,no,cellular,aug,3,55,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20194,50,technician,married,professional.course,unknown,yes,no,cellular,aug,17,272,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20195,31,management,single,university.degree,no,no,no,cellular,aug,9,1099,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20196,32,technician,married,university.degree,no,no,yes,cellular,aug,17,331,5,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
